Name,Timestamp,Status,Description,Vibration Frequency,Vibration Amplitude,Bearing Temperature,Motor Temperature,Belt Load,Torque,Noise Levels,Current and Voltage,Hydraulic Pressure,Belt Thickness,Roller Condition
Conveyor Belt 4,1/26/2024 3:30,Maintenance,Check for Misalignment,1490,0.04,60,80,1,280,55,14,375,1.54425,93.503
Conveyor Belt 4,1/26/2024 3:45,Maintenance,Check Belt Tension,1490,0.04,60,80,1,280,55,14,375,1.54425,93.503
Conveyor Belt 4,1/26/2024 4:00,Maintenance,Examine Belt Joints,1490,0.04,60,80,1,280,55,14,375,1.54425,93.503
ERROR,1/26/2024 4:15,Maintenance,Inspect Safety Guards,1490,0.04,60,80,1,280,55,14,375,1.54425,93.503
Conveyor Belt 4,1/26/2024 4:30,Maintenance,Check Belt Cleaners and Scrapers,1490,0.04,60,80,1,280,55,14,375,1.54425,93.503
Conveyor Belt 4,1/26/2024 4:45,Running,,1497.61,0.04,60.039,80.197,1.31,283.41,58.03,15.53,381.71,1.544,93.43
Conveyor Belt 4,1/26/2024 5:00,Running,,1502.78,0.05,60.82,80.187,1.24,318.5,58.66,15.21,382.02,1.54375,93.357
Conveyor Belt 4,1/26/2024 5:15,Running,,ERROR,0.05,60.631,80.033,1.37,308.61,58.19,15.87,383.58,1.5435,93.284
Conveyor Belt 4,1/26/2024 5:30,Running,,1494.29,0.05,60.636,80.606,1.39,303.8,55.75,ERROR,375.78,1.54325,93.211
Conveyor Belt 4,1/26/2024 5:45,Running,,1502.74,0.05,60.899,80.76,1.06,299.1,60.6,14.29,384.55,1.543,93.138
Conveyor Belt 4,1/26/2024 6:00,Running,,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,14.81,nan,1.54275,93.065
Conveyor Belt 4,1/26/2024 6:15,Running,,1500.43,0.05,61.767,81.078,1.21,287.82,64.83,15.05,384.57,1.5425,92.992
Conveyor Belt 4,1/26/2024 6:30,Running,,1492.73,0.06,61.631,81.415,1.07,285.96,57.92,14.33,379.4,1.54225,92.919
Conveyor Belt 4,1/26/2024 6:45,Running,,1503.17,0.05,62.597,81.563,1.14,315.87,62.16,14.69,378,1.542,92.846
Conveyor Belt 4,1/26/2024 7:00,Running,,1503.54,0.05,62.565,82.127,1.24,315.21,61.04,15.18,376.93,1.54175,92.773
Conveyor Belt 4,1/26/2024 7:15,Running,,1499.35,0.05,62.445,81.725,1.12,281.15,61.96,14.6,379.75,1.5415,92.7
Conveyor Belt 4,1/26/2024 7:30,Running,,1495.89,0.06,63.05,82.251,1.29,287.37,62.94,15.47,382.08,1.54125,92.627
Conveyor Belt 4,1/26/2024 7:45,Running,,1503.74,0.04,62.924,82.46,1.1,313.67,64.95,14.49,377.86,1.541,92.554
Conveyor Belt 4,1/26/2024 8:00,Running,,1491.18,0.05,62.737,83.116,1.1,284.64,,14.49,381.79,1.54075,92.481
Conveyor Belt 4,1/26/2024 8:15,Running,,1509.18,0.05,63.273,82.627,1.22,304.26,58.49,15.09,376.82,,92.408
Conveyor Belt 4,1/26/2024 8:30,Running,,1493.95,0.04,64.012,82.917,1.15,308.74,62.64,14.76,383.19,1.54025,92.335
Conveyor Belt 4,1/26/2024 8:45,Running,,1494.47,0.06,63.926,83.494,1.38,292.21,55.35,15.88,379.49,1.54,92.262
Conveyor Belt 4,1/26/2024 9:00,Running,,1493.22,0.06,64.396,83.138,1.34,313.87,59.02,15.69,377.59,1.53975,92.189
Conveyor Belt 4,1/26/2024 9:15,Running,,1503.72,0.05,64.518,83.912,1.03,297.8,58.27,14.13,383.91,1.5395,
Conveyor Belt 4,1/26/2024 9:30,Running,,nan,0.05,64.5,nan,1.07,299.11,58.27,14.35,378.09,1.53925,92.043
Conveyor Belt 4,1/26/2024 9:45,Running,,1492.6,0.05,64.762,83.739,1.36,282.03,62.16,15.78,378.69,1.539,91.97
Conveyor Belt 4,1/26/2024 10:00,Running,,1500.73,0.05,64.781,84.33,1.26,298.4,60.82,15.31,379.78,1.53875,91.897
Conveyor Belt 4,1/26/2024 10:15,Running,,1500.92,0.04,64.565,84.199,1.16,289.06,55.82,14.78,383.06,1.5385,91.824
Conveyor Belt 4,1/26/2024 10:30,Running,,1496.76,0.06,65.442,85.319,1.28,293.02,59.74,nan,381.32,1.53825,91.751
Conveyor Belt 4,1/26/2024 10:45,Running,,1507.65,0.05,65.764,85.499,1.18,301.36,63.16,14.91,384.12,1.538,91.678
Conveyor Belt 4,1/26/2024 11:00,Running,,1506.8,0.05,65.444,85.23,1.39,294.49,64.54,15.96,384.44,1.53775,91.605
Conveyor Belt 4,1/26/2024 11:15,Running,,1500.1,0.06,65.535,85.066,1.07,295.16,63.05,14.34,384.82,1.5375,91.532
Conveyor Belt 4,1/26/2024 11:30,Running,,1496.11,0.05,66.163,85.713,1.38,303.99,58.17,15.92,376.43,1.53725,91.459
Conveyor Belt 4,1/26/2024 11:45,Running,,1497.1,0.04,66.531,86.055,1.01,319.15,,14.03,377.83,1.537,91.386
Conveyor Belt 4,1/26/2024 12:00,Running,,1501.79,0.06,66.056,86.438,1.38,311.46,59.18,15.91,383.77,1.53675,91.313
Conveyor Belt 4,1/26/2024 12:15,Running,,1503.77,0.04,66.892,86.808,1.16,319.71,56.59,14.8,383.99,1.5365,91.24
Conveyor Belt 4,1/26/2024 12:30,Running,,1508.58,0.06,66.838,86.403,1.23,282.81,60.66,15.17,380.19,1.53625,91.167
Conveyor Belt 4,1/26/2024 12:45,Running,,1493.63,0.06,67.242,86.332,1.23,283.52,60.38,15.16,384.93,1.536,91.094
Conveyor Belt 4,1/26/2024 13:00,Running,,1494.09,0.05,67.409,87.401,1.18,292.61,63.76,14.88,375.12,1.53575,91.021
Conveyor Belt 4,1/26/2024 13:15,Running,,1499.64,0.06,67.635,87.277,1.1,281.69,,14.49,375.65,1.5355,90.948
Conveyor Belt 4,1/26/2024 13:30,Running,,1507.24,0.05,67.608,87.434,1.23,317.22,61.02,15.16,375.06,1.53525,90.875
Conveyor Belt 4,1/26/2024 13:45,Running,,1494.41,0.05,68.421,87.915,1.27,315.24,64.49,15.35,378.02,1.535,90.802
Conveyor Belt 4,1/26/2024 14:00,Running,,1494.4,0.06,67.824,88.153,1.4,293.16,62.74,16,377.9,1.53475,90.729
Conveyor Belt 4,1/26/2024 14:15,Running,,1507.02,0.04,67.977,87.928,1.03,292.2,59.75,14.16,379.93,1.5345,90.656
Conveyor Belt 4,1/26/2024 14:30,Running,,1503.61,0.05,68.576,88.517,1.33,308.15,59.85,15.64,380.17,1.53425,90.583
Conveyor Belt 4,1/26/2024 14:45,Running,,1498.66,0.05,68.584,88.478,1.05,285.63,56.17,14.23,375.54,1.534,90.51
Conveyor Belt 4,1/26/2024 15:00,Running,,1505.6,0.04,69.091,88.167,1.3,313.92,60.26,15.52,380.81,1.53375,90.437
Conveyor Belt 4,1/26/2024 15:15,Running,,1499.18,0.04,68.816,89.137,1.34,299.01,60.49,15.69,377.41,1.5335,90.364
Conveyor Belt 4,1/26/2024 15:30,Running,,1496.82,0.05,69.964,88.995,1.32,304.5,62.9,15.58,382.91,1.53325,90.291
Conveyor Belt 4,1/26/2024 15:45,Running,,1496.09,0.06,69.467,89.266,1.16,286.35,56.58,14.82,383.43,1.533,90.218
Conveyor Belt 4,1/26/2024 16:00,Running,,,0.06,69.519,89.073,1.05,303.39,58.06,14.24,383.39,1.53275,90.145
Conveyor Belt 4,1/26/2024 16:15,Running,,1505.21,0.04,70.064,89.878,1.16,318.87,,14.82,383.65,1.5325,90.072
Conveyor Belt 4,1/26/2024 16:30,Running,,1508.89,0.04,70.461,89.512,1.24,301.58,55.88,15.2,382.59,1.53225,89.999
Conveyor Belt 4,1/26/2024 16:45,Running,,1499.29,0.06,70.686,90.588,1.08,299.84,62.79,14.38,378.19,1.532,89.926
Conveyor Belt 4,1/26/2024 17:00,Running,,1502.72,0.04,70.643,90.636,1.08,290.84,64.82,14.38,380.52,1.53175,89.853
Conveyor Belt 4,1/26/2024 17:15,Running,,1509.66,0.05,71.315,90.858,ERROR,311.51,63.59,14.91,383.9,1.5315,89.78
Conveyor Belt 4,1/26/2024 17:30,Running,,1503.47,0.06,71.294,91.052,1.26,303.69,57.61,15.31,377.56,1.53125,89.707
Conveyor Belt 4,1/26/2024 17:45,Running,,1503.56,0.04,71.129,90.66,1.26,303.29,63.83,15.28,381.51,1.531,89.634
Conveyor Belt 4,1/26/2024 18:00,Running,,1494.3,0.06,71.319,91.405,1.18,284.07,56.29,14.88,376.31,1.53075,89.561
Conveyor Belt 4,1/26/2024 18:15,Running,,1499.08,0.06,71.926,91.5,1.1,306.48,59.43,14.49,380.02,1.5305,89.488
Conveyor Belt 4,1/26/2024 18:30,Running,,1496.13,0.05,71.837,91.829,1.15,303.69,62.82,14.75,379.92,1.53025,89.415
Conveyor Belt 4,1/26/2024 18:45,Running,,1501.45,0.04,72.659,91.338,1.3,317.62,57.98,15.49,376.91,1.53,89.342
Conveyor Belt 4,1/26/2024 19:00,Running,,1491.35,0.05,72.875,91.883,1.11,287.91,64.77,14.53,376.44,1.52975,89.269
Conveyor Belt 4,1/26/2024 19:15,Running,,ERROR,0.06,72.878,92.381,1.04,307.57,63.3,14.2,384.7,1.5295,89.196
Conveyor Belt 4,nan,Running,,1501.82,0.06,72.557,92.573,1.22,316.28,60.18,15.09,380.72,1.52925,89.123
Conveyor Belt 4,1/26/2024 19:45,nan,,1496.57,0.05,72.862,92.36,1.38,285.7,58.74,15.89,377.43,1.529,89.05
Conveyor Belt 4,1/26/2024 20:00,Running,,1505.83,0.05,73.741,92.413,1.2,290.97,63.98,15.01,379.36,1.52875,88.977
Conveyor Belt 4,1/26/2024 20:15,Running,,1496.86,0.04,73.089,92.677,1.1,294.1,58.9,14.48,375.32,1.5285,88.904
Conveyor Belt 4,1/26/2024 20:30,Running,,1490.97,0.04,73.91,93.218,1.15,317.49,64.6,14.73,380.38,1.52825,88.831
Conveyor Belt 4,1/26/2024 20:45,Running,,1495.81,0.04,74.331,93.289,1.19,307.64,59.54,14.97,377.18,1.528,88.758
nan,1/26/2024 21:00,Running,,1491.34,0.04,74.179,93.58,1.3,288.86,55.75,15.5,379.31,1.52775,88.685
Conveyor Belt 4,1/26/2024 21:15,Running,,1497.93,0.06,74.603,93.487,1.34,308.1,59.28,15.68,380.92,1.5275,88.612
Conveyor Belt 4,1/26/2024 21:30,Running,,1499.02,0.05,74.23,94.213,1.2,316.37,60.99,14.98,383.16,1.52725,88.539
Conveyor Belt 4,1/26/2024 21:45,Running,,1499.49,0.06,75.218,94.206,1.24,285.67,56.75,15.21,382.96,1.527,88.466
Conveyor Belt 4,1/26/2024 22:00,Running,,1490.69,0.05,75.089,94.3,1.16,311.37,65,14.79,379.97,1.52675,88.393
Conveyor Belt 4,1/26/2024 22:15,Running,,1499.56,0.04,75.342,94.554,1.29,306.51,64.62,15.46,380.23,1.5265,88.32
Conveyor Belt 4,1/26/2024 22:30,Running,,1501.13,0.05,75.083,,1.11,317.34,56.14,14.55,383.23,1.52625,88.247
Conveyor Belt 4,1/26/2024 22:45,Running,,1506.74,0.05,75.549,,1.25,309.2,55.44,15.23,,1.526,88.174
Conveyor Belt 4,1/26/2024 23:00,Running,,1502.84,0.05,76.119,95.287,1.39,305.42,62.72,15.93,377,1.52575,88.101
Conveyor Belt 4,1/26/2024 23:15,Running,,1503.36,0.05,75.889,95.888,1.06,312.37,64.7,14.28,377.08,1.5255,88.028
Conveyor Belt 4,1/26/2024 23:30,Running,,1498.34,0.04,76.001,95.738,1.28,287.36,57.81,15.42,384.19,1.52525,87.955
Conveyor Belt 4,1/26/2024 23:45,Running,,1495.26,0.05,76.106,95.848,1.3,297.35,,15.49,376.62,1.525,87.882
Conveyor Belt 4,nan,Running,,1490.82,0.04,77.13,96.902,1.36,318.07,55.12,15.79,382.09,1.52475,87.809
Conveyor Belt 4,1/27/2024 0:15,Running,,1498.37,0.04,77.076,96.975,1.07,295.5,59.68,14.34,376.48,1.5245,87.736
Conveyor Belt 4,1/27/2024 0:30,Running,,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,15.03,384.2,1.52425,87.663
Conveyor Belt 4,1/27/2024 0:45,Running,,1508.11,0.04,77.474,97.661,1.29,311.84,56.16,15.43,379.79,1.524,87.59
Conveyor Belt 4,1/27/2024 1:00,Running,,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,383.95,1.52375,87.517
Conveyor Belt 4,1/27/2024 1:15,Running,,1494.89,0.05,77.813,97.814,1.33,305.58,62.25,15.65,383.02,1.5235,87.444
Conveyor Belt 4,1/27/2024 1:30,Running,,1498.2,0.06,77.622,97.464,1.18,285.96,59.25,14.91,383.54,1.52325,87.371
Conveyor Belt 4,1/27/2024 1:45,Running,,1507.17,0.06,78.487,98.139,1.24,298.84,58.93,15.21,377.37,1.523,87.298
Conveyor Belt 4,1/27/2024 2:00,Running,,1507.43,0.06,78.294,97.877,1.07,307.51,61.77,14.36,377.28,1.52275,87.225
Conveyor Belt 4,1/27/2024 2:15,Running,,1502.35,nan,78.561,98.96,1.17,308.73,62.23,14.87,377.47,1.5225,87.152
Conveyor Belt 4,1/27/2024 2:30,Running,,1507.39,0.05,78.848,98.676,1.18,312.55,61.44,14.89,383.94,1.52225,87.079
Conveyor Belt 4,1/27/2024 2:45,Running,,1504.49,0.05,78.603,99.41,1.32,293.46,63.05,15.58,384.45,1.522,87.006
Conveyor Belt 4,1/27/2024 3:00,Maintenance,Clean the Conveyor,1490,0.04,60,80,1,280,55,14,375,1.7,87.006
Conveyor Belt 4,1/27/2024 3:15,Maintenance,Check for Damage,1490,0.04,60,80,1,280,55,14,375,1.7,87.006
Conveyor Belt 4,1/27/2024 3:30,Maintenance,,1490,0.04,60,80,1,280,55,14,375,1.7,87.006
Conveyor Belt 4,1/27/2024 3:45,Maintenance,Check Belt Tension,1490,0.04,60,80,1,280,55,14,375,1.7,87.006
Conveyor Belt 4,1/27/2024 4:00,Maintenance,Examine Belt Joints,1490,0.04,60,80,1,280,55,14,375,1.7,87.006
Conveyor Belt 4,1/27/2024 4:15,Maintenance,Inspect Safety Guards,1490,0.04,60,ERROR,1,280,55,14,375,1.7,87.006
Conveyor Belt 4,1/27/2024 4:30,Maintenance,Check Belt Cleaners and Scrapers,1490,0.04,60,80,1,280,55,14,375,1.7,87.006
Conveyor Belt 4,1/27/2024 4:45,Running,,1497.61,0.04,60.039,80.197,1.31,283.41,58.03,15.53,381.71,1.69975,86.933
Conveyor Belt 4,1/27/2024 5:00,Running,,1502.78,0.05,60.82,80.187,1.24,318.5,58.66,15.21,382.02,1.6995,86.86
nan,1/27/2024 5:15,Running,,1492.64,0.05,60.631,80.033,1.37,308.61,58.19,15.87,383.58,1.69925,86.787
Conveyor Belt 4,1/27/2024 5:30,Running,,1494.29,0.05,60.636,80.606,1.39,303.8,55.75,15.97,375.78,1.699,86.714
Conveyor Belt 4,1/27/2024 5:45,Running,,1502.74,0.05,60.899,80.76,1.06,299.1,60.6,14.29,384.55,1.69875,86.641
Conveyor Belt 4,1/27/2024 6:00,Running,,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,14.81,379.14,1.6985,86.568
Conveyor Belt 4,1/27/2024 6:15,Running,,1500.43,0.05,61.767,81.078,1.21,287.82,64.83,15.05,384.57,1.69825,86.495
Conveyor Belt 4,1/27/2024 6:30,Running,,1492.73,0.06,61.631,81.415,1.07,285.96,57.92,14.33,379.4,1.698,86.422
Conveyor Belt 4,1/27/2024 6:45,Running,,1503.17,0.05,nan,81.563,1.14,315.87,62.16,14.69,nan,1.69775,86.349
Conveyor Belt 4,1/27/2024 7:00,Running,,1503.54,0.05,62.565,82.127,1.24,315.21,61.04,15.18,376.93,1.6975,86.276
Conveyor Belt 4,1/27/2024 7:15,Running,,1499.35,0.05,62.445,81.725,1.12,281.15,61.96,14.6,379.75,1.69725,
Conveyor Belt 4,1/27/2024 7:30,Running,,1495.89,0.06,63.05,82.251,1.29,287.37,62.94,15.47,382.08,1.697,86.13
Conveyor Belt 4,1/27/2024 7:45,Running,,1503.74,0.04,62.924,82.46,1.1,313.67,64.95,14.49,377.86,1.69675,86.057
Conveyor Belt 4,1/27/2024 8:00,Running,,1491.18,0.05,62.737,83.116,1.1,284.64,64.83,14.49,381.79,1.6965,85.984
Conveyor Belt 4,1/27/2024 8:15,Running,,1509.18,0.05,63.273,82.627,1.22,304.26,58.49,15.09,376.82,1.69625,85.911
Conveyor Belt 4,1/27/2024 8:30,Running,,1493.95,0.04,64.012,82.917,1.15,308.74,62.64,14.76,383.19,1.696,85.838
Conveyor Belt 4,1/27/2024 8:45,Running,,1494.47,0.06,63.926,83.494,1.38,292.21,55.35,15.88,379.49,1.69575,85.765
Conveyor Belt 4,1/27/2024 9:00,Running,,1493.22,0.06,64.396,83.138,1.34,313.87,59.02,15.69,377.59,1.6955,85.692
Conveyor Belt 4,1/27/2024 9:15,Running,,1503.72,0.05,64.518,83.912,1.03,297.8,58.27,14.13,383.91,1.69525,85.619
Conveyor Belt 4,1/27/2024 9:30,Running,,1505.51,0.05,64.5,84.429,1.07,299.11,58.27,14.35,378.09,1.695,85.546
Conveyor Belt 4,1/27/2024 9:45,nan,,1492.6,0.05,64.762,83.739,1.36,282.03,62.16,15.78,378.69,1.69475,85.473
Conveyor Belt 4,1/27/2024 10:00,Running,,1500.73,0.05,64.781,84.33,ERROR,298.4,60.82,15.31,379.78,1.6945,85.4
Conveyor Belt 4,1/27/2024 10:15,Running,,1500.92,0.04,64.565,84.199,1.16,289.06,55.82,14.78,383.06,1.69425,85.327
Conveyor Belt 4,1/27/2024 10:30,Running,,1496.76,0.06,65.442,85.319,1.28,293.02,59.74,15.42,381.32,1.694,85.254
Conveyor Belt 4,1/27/2024 10:45,Running,,1507.65,0.05,65.764,85.499,1.18,301.36,63.16,14.91,384.12,1.69375,85.181
Conveyor Belt 4,1/27/2024 11:00,Running,,1506.8,0.05,65.444,85.23,1.39,294.49,64.54,15.96,384.44,1.6935,85.108
Conveyor Belt 4,1/27/2024 11:15,Running,,1500.1,0.06,65.535,85.066,1.07,295.16,63.05,14.34,384.82,1.69325,85.035
Conveyor Belt 4,1/27/2024 11:30,Running,,1496.11,0.05,66.163,85.713,1.38,303.99,58.17,15.92,376.43,1.693,84.962
Conveyor Belt 4,,Running,,1497.1,0.04,66.531,86.055,1.01,319.15,60.57,14.03,377.83,1.69275,84.889
Conveyor Belt 4,1/27/2024 12:00,Running,,1501.79,0.06,,,1.38,311.46,59.18,15.91,383.77,1.6925,84.816
Conveyor Belt 4,1/27/2024 12:15,Running,,1503.77,0.04,66.892,86.808,1.16,319.71,56.59,14.8,383.99,1.69225,84.743
Conveyor Belt 4,1/27/2024 12:30,Running,,1508.58,0.06,66.838,86.403,1.23,282.81,60.66,15.17,380.19,1.692,84.67
Conveyor Belt 4,1/27/2024 12:45,Running,,1493.63,0.06,67.242,86.332,1.23,283.52,60.38,15.16,384.93,1.69175,84.597
Conveyor Belt 4,1/27/2024 13:00,Running,,1494.09,0.05,67.409,87.401,1.18,292.61,63.76,14.88,375.12,1.6915,84.524
Conveyor Belt 4,1/27/2024 13:15,Running,,1499.64,0.06,67.635,87.277,1.1,281.69,59.44,14.49,375.65,1.69125,84.451
Conveyor Belt 4,1/27/2024 13:30,Running,,1507.24,0.05,ERROR,87.434,1.23,317.22,61.02,15.16,375.06,1.691,84.378
Conveyor Belt 4,1/27/2024 13:45,Running,,1494.41,0.05,68.421,nan,1.27,315.24,64.49,15.35,378.02,1.69075,84.305
Conveyor Belt 4,1/27/2024 14:00,Running,,1494.4,0.06,67.824,88.153,1.4,293.16,62.74,16,377.9,1.6905,84.232
Conveyor Belt 4,1/27/2024 14:15,Running,,1507.02,0.04,67.977,87.928,1.03,292.2,59.75,14.16,379.93,1.69025,84.159
Conveyor Belt 4,1/27/2024 14:30,Running,,1503.61,0.05,68.576,88.517,1.33,308.15,59.85,15.64,380.17,1.69,84.086
Conveyor Belt 4,1/27/2024 14:45,Running,,1498.66,0.05,68.584,88.478,1.05,285.63,56.17,14.23,375.54,1.68975,84.013
Conveyor Belt 4,1/27/2024 15:00,Running,,1505.6,0.04,69.091,88.167,1.3,313.92,60.26,15.52,380.81,1.6895,83.94
Conveyor Belt 4,1/27/2024 15:15,Running,,ERROR,0.04,68.816,89.137,1.34,299.01,60.49,15.69,377.41,1.68925,83.867
Conveyor Belt 4,1/27/2024 15:30,Running,,1496.82,0.05,69.964,ERROR,1.32,304.5,62.9,15.58,382.91,1.689,83.794
Conveyor Belt 4,1/27/2024 15:45,Running,,1496.09,0.06,69.467,89.266,ERROR,286.35,56.58,14.82,383.43,1.68875,83.721
Conveyor Belt 4,1/27/2024 16:00,Running,,1501.02,0.06,69.519,89.073,1.05,303.39,58.06,14.24,383.39,1.6885,83.648
Conveyor Belt 4,1/27/2024 16:15,Running,,1505.21,0.04,70.064,89.878,1.16,318.87,58.55,14.82,383.65,1.68825,83.575
Conveyor Belt 4,1/27/2024 16:30,Running,,1508.89,0.04,70.461,89.512,1.24,301.58,55.88,15.2,382.59,1.688,83.502
Conveyor Belt 4,1/27/2024 16:45,Running,,1499.29,0.06,70.686,90.588,1.08,299.84,62.79,14.38,378.19,1.68775,83.429
Conveyor Belt 4,1/27/2024 17:00,Running,,1502.72,0.04,70.643,90.636,1.08,290.84,64.82,14.38,380.52,1.6875,83.356
Conveyor Belt 4,1/27/2024 17:15,Running,,1509.66,0.05,71.315,90.858,1.18,311.51,63.59,14.91,383.9,1.68725,83.283
Conveyor Belt 4,1/27/2024 17:30,Running,,1503.47,0.06,71.294,91.052,1.26,303.69,57.61,15.31,377.56,1.687,83.21
Conveyor Belt 4,1/27/2024 17:45,Running,,1503.56,0.04,71.129,90.66,1.26,303.29,63.83,15.28,381.51,1.68675,83.137
Conveyor Belt 4,1/27/2024 18:00,Running,,1494.3,0.06,71.319,91.405,1.18,284.07,56.29,14.88,376.31,1.6865,83.064
Conveyor Belt 4,1/27/2024 18:15,Running,,1499.08,0.06,71.926,91.5,1.1,306.48,59.43,14.49,380.02,1.68625,82.991
Conveyor Belt 4,1/27/2024 18:30,Running,,1496.13,0.05,71.837,91.829,1.15,303.69,62.82,14.75,379.92,1.686,82.918
Conveyor Belt 4,1/27/2024 18:45,Running,,1501.45,0.04,72.659,91.338,1.3,317.62,57.98,15.49,376.91,1.68575,82.845
Conveyor Belt 4,1/27/2024 19:00,Running,,1491.35,0.05,72.875,91.883,1.11,287.91,64.77,14.53,376.44,1.6855,82.772
Conveyor Belt 4,1/27/2024 19:15,Running,,1493.36,0.06,72.878,92.381,1.04,307.57,63.3,14.2,384.7,1.68525,82.699
Conveyor Belt 4,1/27/2024 19:30,Running,,1501.82,0.06,72.557,92.573,1.22,316.28,60.18,15.09,380.72,1.685,82.626
Conveyor Belt 4,1/27/2024 19:45,Running,,1496.57,0.05,72.862,92.36,1.38,285.7,58.74,15.89,377.43,1.68475,82.553
Conveyor Belt 4,1/27/2024 20:00,Running,,1505.83,0.05,73.741,92.413,1.2,290.97,63.98,15.01,379.36,1.6845,82.48
Conveyor Belt 4,1/27/2024 20:15,Running,,1496.86,0.04,73.089,92.677,1.1,294.1,58.9,14.48,375.32,1.68425,82.407
Conveyor Belt 4,1/27/2024 20:30,Running,,1490.97,0.04,73.91,93.218,1.15,317.49,64.6,14.73,380.38,1.684,82.334
Conveyor Belt 4,1/27/2024 20:45,Running,,1495.81,0.04,74.331,93.289,1.19,307.64,59.54,14.97,377.18,1.68375,82.261
Conveyor Belt 4,1/27/2024 21:00,Running,,1491.34,0.04,74.179,93.58,1.3,288.86,55.75,15.5,379.31,1.6835,82.188
Conveyor Belt 4,1/27/2024 21:15,Running,,1497.93,0.06,74.603,93.487,1.34,308.1,59.28,15.68,380.92,1.68325,82.115
Conveyor Belt 4,1/27/2024 21:30,Running,,1499.02,0.05,74.23,94.213,1.2,316.37,60.99,14.98,383.16,1.683,82.042
Conveyor Belt 4,1/27/2024 21:45,Running,,1499.49,0.06,75.218,94.206,1.24,285.67,56.75,15.21,382.96,1.68275,81.969
Conveyor Belt 4,1/27/2024 22:00,Running,,1490.69,0.05,75.089,94.3,1.16,311.37,65,nan,379.97,1.6825,81.896
Conveyor Belt 4,1/27/2024 22:15,Running,,1499.56,0.04,75.342,94.554,1.29,306.51,64.62,15.46,380.23,1.68225,81.823
Conveyor Belt 4,1/27/2024 22:30,Running,,1501.13,0.05,75.083,94.971,1.11,317.34,,14.55,383.23,1.682,81.75
Conveyor Belt 4,1/27/2024 22:45,Running,,1506.74,0.05,75.549,95.59,1.25,309.2,55.44,15.23,384.42,1.68175,81.677
Conveyor Belt 4,1/27/2024 23:00,Running,,1502.84,0.05,76.119,95.287,1.39,305.42,62.72,15.93,377,1.6815,81.604
Conveyor Belt 4,1/27/2024 23:15,Running,,1503.36,0.05,75.889,95.888,1.06,312.37,64.7,14.28,377.08,1.68125,81.531
Conveyor Belt 4,1/27/2024 23:30,Running,,1498.34,0.04,76.001,95.738,1.28,287.36,57.81,15.42,384.19,1.681,81.458
Conveyor Belt 4,1/27/2024 23:45,Running,,1495.26,0.05,76.106,95.848,1.3,297.35,58.84,15.49,376.62,1.68075,81.385
Conveyor Belt 4,1/28/2024 0:00,Running,,1490.82,0.04,77.13,96.902,1.36,318.07,55.12,15.79,382.09,1.6805,81.312
Conveyor Belt 4,1/28/2024 0:15,Running,,1498.37,0.04,77.076,96.975,1.07,295.5,,14.34,376.48,1.68025,81.239
Conveyor Belt 4,1/28/2024 0:30,ERROR,,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,,384.2,1.68,81.166
Conveyor Belt 4,1/28/2024 0:45,Running,,1508.11,0.04,77.474,97.661,1.29,311.84,56.16,15.43,379.79,1.67975,81.093
Conveyor Belt 4,1/28/2024 1:00,Running,,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,383.95,1.6795,81.02
Conveyor Belt 4,1/28/2024 1:15,Running,,1494.89,0.05,77.813,97.814,1.33,ERROR,62.25,15.65,383.02,1.67925,80.947
Conveyor Belt 4,1/28/2024 1:30,Running,,1498.2,0.06,77.622,97.464,1.18,285.96,59.25,14.91,383.54,1.679,80.874
Conveyor Belt 4,1/28/2024 1:45,Running,,1507.17,0.06,78.487,98.139,1.24,298.84,58.93,15.21,377.37,1.67875,80.801
Conveyor Belt 4,1/28/2024 2:00,Running,,1507.43,0.06,78.294,97.877,1.07,307.51,61.77,14.36,377.28,1.6785,80.728
Conveyor Belt 4,1/28/2024 2:15,Running,,1502.35,0.05,78.561,98.96,1.17,308.73,62.23,14.87,377.47,1.67825,80.655
Conveyor Belt 4,1/28/2024 2:30,Running,,1507.39,0.05,78.848,98.676,1.18,312.55,61.44,14.89,383.94,1.678,80.582
Conveyor Belt 4,1/28/2024 2:45,Running,,1504.49,0.05,78.603,99.41,1.32,293.46,63.05,15.58,384.45,1.67775,80.509
Conveyor Belt 4,1/28/2024 3:00,Maintenance,Clean the Conveyor,1490,0.04,60,80,1,280,55,14,375,1.67775,80.509
Conveyor Belt 4,1/28/2024 3:15,Maintenance,Check for Damage,1490,0.04,60,80,1,280,55,14,375,1.67775,80.509
Conveyor Belt 4,1/28/2024 3:30,Maintenance,Check for Misalignment,1490,0.04,60,80,1,280,55,14,375,1.67775,80.509
Conveyor Belt 4,1/28/2024 3:45,Maintenance,Check Belt Tension,1490,0.04,60,80,1,280,55,14,375,1.67775,80.509
Conveyor Belt 4,1/28/2024 4:00,Maintenance,Examine Belt Joints,,0.04,60,80,1,280,55,14,375,1.67775,80.509
Conveyor Belt 4,1/28/2024 4:15,Maintenance,nan,1490,0.04,60,80,1,280,55,14,375,1.67775,80.509
